RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Yancy Medeiros,Damon Jackson,-115,105,86.9565,105,8/30/2014,"Sacramento, California, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,180.34,180.34,145,3,0,0,12.6667,0.303,0,0,0,0,3,3,0,0,0,0,0,0,0,0,Orthodox,177.8,190.5,155,26,26,3,0,0,0,3,-3,0,0,0,2.54,-10.16,0,-12.6667,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Other - Choke,2,1:54,414,325,411,1330,170,235,1520
Lorenz Larkin,Derek Brunson,145,-165,145,60.6061,8/30/2014,"Sacramento, California, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,26.6667,0.403,0.6667,2.3333,0.3,2,1,7,0,0,0,1,0,1,0,2,Southpaw,185.42,195.58,185,2,0,0,33.25,0.41,0,0,0,1,3,10,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,27,30,1,0,1,1,2,-3,0,0,1,5.08,12.7,-3,-6.5833,0.6667,2.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,280,128,2770,834,260,620
Ruan Potts,Anthony Hamilton,205,-225,205,44.4444,8/30/2014,"Sacramento, California, USA", USA,Blue,FALSE,Heavyweight,MALE,3,1,0,0,6,0.42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,195.58,193.04,260,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,247,36,34,0,0,0,0,0,0,0,0,0,7.62,2.54,2,6,-2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,4:17,557,1200,354,478,1150,420,115
Chris Wade,Cain Carrizosa,-155,135,64.5161,135,8/30/2014,"Sacramento, California, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,187.96,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,26,28,0,0,0,0,0,0,0,0,0,-5.08,10.16,-2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,1:12,72,175,282,455,550,1075,450
Benson Henderson,Rafael Dos Anjos,-510,440,19.6078,440,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,FALSE,Lightweight,MALE,5,0,1,0,31.2667,0.381,0.8,1.8667,0.322,5,5,39,0,0,0,6,2,2,0,10,Southpaw,172.72,177.8,170,0,2,0,58.7,0.464,0.9,2.6,0.502,7,1,39,5,0,3,5,0,1,0,9,Southpaw,175.26,177.8,170,30,29,0,-1,-2,1,-4,0,-5,2,1,-2.54,0,1,-27.4333,-0.1,-0.7333,0,5,1,,,,,,,,,1,,,,13,,,,,,,,,5,,,,,Red,KO/TKO,Punch,1,2:31,151,-140,625,725,675,375,1250
Mike Pyle,Jordan Mein,245,-265,245,37.7358,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,1,0,33,0.497,0,1.3333,0.333,1,1,6,0,0,1,0,1,0,0,2,Orthodox,182.88,185.42,170,0,1,0,21.4615,0.407,0.8462,1.1538,0.272,4,4,26,0,0,1,2,4,2,0,9,Orthodox,182.88,187.96,170,38,24,0,0,-3,-7,3,-20,0,-3,-2,0,-2.54,14,11.5385,-0.8462,0.1795,0,,13,,,,,,,,13,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,1:12,72,500,320,660,1000,550,110
Francis Carmont,Thales Leites,-210,190,47.619,190,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,3,0,21.7273,0.408,1.1818,2.0909,0.335,5,3,27,1,0,1,3,1,3,0,8,Orthodox,185.42,198.12,185,2,0,0,25.75,0.464,0.625,1.625,0.366,6,2,22,0,0,1,3,0,2,0,6,Orthodox,190.5,198.12,205,32,32,2,3,-1,2,-1,5,1,1,1,-5.08,0,0,-4.0227,0.5568,0.4659,0,15,12,,,,,,,12,,,,,,,,,,,,,15,,,,,,,Red,KO/TKO,Punch,2,0:20,320,140,230,700,575,450,1150
Max Holloway,Clay Collard,-950,625,10.5263,625,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Catch Weight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,145,0,2,0,62.125,0.364,0.25,0,0,3,3,20,0,0,1,1,2,1,0,5,Orthodox,180.34,175.26,155,22,21,0,-2,-3,-5,3,-20,0,-2,-1,0,10.16,1,-62.125,-0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,3:47,827,142,1000,656,1650,135,1470
James Vick,Valmir Lazaro,-125,115,80,115,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,155,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,190.5,193.04,155,27,29,0,-1,-1,-1,0,-1,0,0,-1,-7.62,-7.62,-2,0,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,252,460,304,1700,650,245
Chas Skelly,Tom Niinimaki,145,-155,145,64.5161,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Featherweight,MALE,3,1,0,0,12,0.625,0,3,0.47,1,1,4,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,145,1,0,0,19,0.22,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,29,32,0,0,1,1,0,1,0,0,0,-5.08,-7.62,-3,-7,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,2:35,155,210,166,750,580,786,499
Neil Magny,Alex Garcia,135,-145,135,68.9655,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Welterweight,MALE,3,0,2,0,35,0.525,0,4,0.36,2,0,4,0,0,1,0,1,0,0,2,Orthodox,175.26,182.88,170,0,3,0,38.8333,0.413,0,2.1667,0.507,3,2,15,0,0,0,3,1,0,0,4,Orthodox,190.5,203.2,170,27,27,0,-1,-1,-2,2,-11,0,0,0,-15.24,-20.32,0,-3.8333,0,1.8333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,240,350,1595,475,465,225
Beneil Dariush,Anthony Rocco Martin,130,-140,130,71.4286,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,18,0.42,1,1,0.12,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,1,0,0,9,0.435,0.5,0,0,1,1,2,0,0,0,0,0,1,0,1,Southpaw,177.8,182.88,155,25,24,0,0,-1,-1,0,1,0,0,-1,5.08,2.54,1,9,0.5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,2,3:38,518,500,210,345,525,555,400
Aaron Phillips,Matt Hobar,145,-155,145,64.5161,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,7,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,135,1,0,0,18,0.45,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,135,25,27,0,0,0,0,0,-2,0,0,0,2.54,0,-2,-11,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,400,167,1305,380,375,707
Ben Saunders,Chris Heatherly,-385,345,25.974,345,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,2,0,0,26.7143,0.651,1,0.1429,0.143,3,3,15,0,0,0,1,2,1,0,4,Orthodox,187.96,195.58,170,31,26,2,0,-3,-4,3,-15,0,-2,-1,-12.7,-22.86,5,-26.7143,-1,-0.1429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Omoplata,1,2:18,138,295,515,375,1375,145,1270
Wilson Reis,Joby Sanchez,-335,305,29.8507,305,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,1,0,0,28,0.355,0,3.5,0.54,1,1,6,0,0,0,1,0,0,0,1,Southpaw,162.56,165.1,125,29,23,1,0,-1,-1,1,-6,0,0,0,5.08,7.62,6,-28,0,-3.5,0,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,110,445,,,,
Michael Bisping,Cung Le,-235,215,42.5532,215,8/23/2014,"Macau, China", China,Red,FALSE,Middleweight,MALE,5,0,2,0,31.6667,0.457,0,0.6667,0.333,2,1,6,0,0,0,1,1,0,0,2,Southpaw,175.26,175.26,185,1,0,0,49.35,0.401,0.25,1.3,0.334,4,6,50,1,0,1,5,8,0,0,14,Orthodox,185.42,190.5,185,35,42,1,2,-2,-12,5,-44,-1,-7,0,-10.16,-15.24,-7,-17.6833,-0.25,-0.6333,0,,8,,,,,,,8,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Knee,4,0:57,957,,,,,,
Tyron Woodley,Dong Hyun Kim,-210,190,47.619,190,8/23/2014,"Macau, China", China,Red,FALSE,Welterweight,MALE,3,0,4,0,25.4615,0.511,0.5385,2.4615,0.507,4,3,34,0,0,1,6,3,0,0,10,Southpaw,187.96,193.04,170,1,0,0,27.4,0.55,0,0.6,0.2,2,2,10,0,0,0,0,3,0,0,3,Orthodox,175.26,187.96,170,32,32,1,4,2,7,-1,24,0,0,0,12.7,5.08,0,-1.9385,0.5385,1.8615,0,10,4,,,,,,,,4,,,,,,,,,,,,,10,,,,,,Red,KO/TKO,Punch,1,1:01,61,,,,,,
Zhang Lipeng,Brendan O'Reilly,140,-150,140,66.6667,8/23/2014,"Macau, China", China,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,170,0,1,0,10,0.4,2,4,0.4,1,0,3,1,0,1,0,0,0,0,1,Southpaw,180.34,180.34,155,24,27,0,-1,-1,-1,0,-3,-1,0,0,-10.16,-5.08,-3,-10,-2,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Ning Guangyou,Jianping Yang,205,-225,205,44.4444,8/23/2014,"Macau, China", China,Red,TRUE,Featherweight,MALE,4,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,145,32,25,0,0,0,0,0,0,0,0,0,7.62,2.54,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Sai Wang,Danny Mitchell,175,-190,175,52.6316,8/23/2014,"Macau, China", China,Red,FALSE,Welterweight,MALE,3,1,0,0,18,0.52,5,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,170,1,0,0,31,0.39,0,0,0,0,1,3,1,0,0,0,0,0,0,0,Southpaw,182.88,182.88,170,28,28,0,0,0,0,0,0,-1,0,0,5.08,5.08,0,-13,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,
Alberto Mina,Shinsho Anzai,-225,205,44.4444,205,8/23/2014,"Macau, China", China,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,170,32,28,0,0,0,0,0,0,0,0,0,-12.7,-17.78,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,4:17,257,,,,,,
Roland Delorme,Ulka Sasaki,130,-140,130,71.4286,8/23/2014,"Macau, China", China,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,125,2,0,0,24.8333,0.42,1.1667,1.8333,0.375,2,3,14,0,0,0,1,0,2,0,3,Orthodox,175.26,180.34,135,30,24,2,0,-2,-3,3,-14,0,0,-2,2.54,0,6,-24.8333,-1.1667,-1.8333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
An Ying Wang,Colby Covington,380,-430,380,23.2558,8/23/2014,"Macau, China", China,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,1,0,13,0.28,0,0,0,1,0,1,0,0,0,0,0,0,1,1,Orthodox,182.88,182.88,170,23,26,0,-1,-1,-1,0,-1,0,-1,0,-2.54,0,-3,-13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Yao Zhikui,Royston Wee,200,-220,200,45.4545,8/23/2014,"Macau, China", China,Blue,FALSE,Bantamweight,MALE,3,0,1,0,8,0.66,0,6,0.85,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,23,27,0,1,1,1,0,3,0,0,0,5.08,7.62,-4,8,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,
Elizabeth Phillips,Milana Dudieva,130,-150,130,66.6667,8/23/2014,"Macau, China", China,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,154.94,135,1,0,0,67,0.24,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,28,25,1,0,0,0,1,-3,0,0,0,-7.62,-10.16,3,-67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,400,,1305,,375,
Ryan Bader,Ovince Saint Preux,-185,170,54.0541,170,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Light Heavyweight,MALE,5,0,4,0,17,0.625,0.5,0.75,0.375,4,0,7,0,1,0,0,2,1,0,4,Southpaw,190.5,203.2,205,0,2,0,26.8571,0.41,0.2857,2.1429,0.284,5,4,30,1,0,0,6,3,1,0,10,Orthodox,187.96,187.96,205,31,31,0,2,-1,-6,4,-23,-1,-1,0,2.54,15.24,0,-9.8571,0.2143,-1.3929,0,10,8,,,,,,8,,,,,,,,,,,,,10,,,,,,,,Red,U-DEC,,5,5:00,1500,220,700,700,1100,250,240
Gray Maynard,Ross Pearson,150,-160,150,62.5,8/16/2014,"Bangor, Maine, USA", USA,Blue,FALSE,Lightweight,MALE,3,2,0,0,46.1667,0.428,0,0.8333,0.417,3,5,30,1,0,0,4,2,0,1,7,Orthodox,172.72,175.26,155,2,0,0,27.5714,0.368,0.6429,2.2857,0.466,8,5,40,2,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,35,29,0,0,-5,-2,0,-10,-1,2,0,-2.54,-2.54,6,18.5952,-0.6429,-1.4524,0,,12,,,,,,,,,12,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2,1:35,395,230,230,1200,1700,675,175
Tim Boetsch,Brad Tavares,285,-315,285,31.746,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Middleweight,MALE,3,1,0,0,43,0.427,0,1.4444,0.227,5,2,25,0,0,1,5,1,0,0,7,Orthodox,185.42,187.96,185,1,0,0,29.8571,0.511,0.7857,1.2857,0.196,4,6,34,0,0,2,3,3,0,0,8,Orthodox,182.88,187.96,185,33,26,0,0,1,-1,4,-9,0,-2,0,2.54,0,7,13.1429,-0.7857,0.1587,0,,14,,,,,,,14,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2,3:18,498,300,-124,1850,1480,950,365
Seth Baczynski,Alan Jouban,-155,145,64.5161,145,8/16/2014,"Bangor, Maine, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,1,0,0,31.6667,0.331,0.5556,0.5556,0.074,4,4,21,0,0,1,1,1,2,0,5,Orthodox,190.5,187.96,170,32,32,1,0,-4,-5,4,-21,0,-1,-2,-7.62,-2.54,0,-31.6667,-0.5556,-0.5556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,4:23,263,155,279,540,1485,565,425
Shawn Jordan,Jack May,-200,185,50,185,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Heavyweight,MALE,3,1,0,0,5,0.83,0,1,0.33,0,1,1,0,0,0,0,0,0,0,0,Switch,203.2,200.66,255,2,0,0,24.6667,0.46,0,0.3333,0.167,2,3,10,0,0,0,0,3,0,0,3,Southpaw,182.88,190.5,260,29,33,1,0,-2,-3,2,-9,0,-3,0,20.32,10.16,-4,-19.6667,0,0.6667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,2:03,723,525,1065,800,1275,-130,250
Thiago Tavares,Robert Peralta,-135,125,74.0741,125,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Featherweight,MALE,3,0,2,0,46.3333,0.457,0,0.6667,0.5,2,2,16,0,0,1,1,2,0,0,4,Orthodox,172.72,180.34,145,0,1,0,19.1429,0.431,1,2.2857,0.479,2,6,32,0,0,0,4,1,3,0,8,Orthodox,170.18,172.72,145,29,28,0,1,0,-4,4,-16,0,1,-3,2.54,7.62,1,27.1905,-1,-1.619,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,4:27,267,-124,624,1480,2320,365,205
Jussier Formiga,Zach Makovsky,290,-320,290,31.25,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Flyweight,MALE,3,0,2,0,30,0.415,0.5,5.5,0.53,2,0,6,0,0,0,2,0,0,0,2,Southpaw,162.56,162.56,125,0,1,0,8.5,0.335,0.25,1.25,0.188,1,2,7,0,0,0,1,0,1,0,2,Orthodox,165.1,170.18,125,29,31,0,1,1,0,2,-1,0,0,-1,-2.54,-7.62,-2,21.5,0.25,4.25,0,9,6,,,,,,,,,,,,6,,,,,,,,,,,,,9,,Red,U-DEC,,3,5:00,900,541,-130,550,1225,2225,300
Sara McMann,Lauren Murphy,-570,480,17.5439,480,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,125,1,0,0,10.5,0.765,0,1,0.5,1,1,2,1,0,0,0,1,0,0,1,Orthodox,167.64,167.64,135,33,31,1,0,-1,-1,1,-2,-1,-1,0,2.54,2.54,2,-10.5,0,-1,0,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,Red,S-DEC,,3,5:00,900,-155,855,562,2040,475,900
Tom Watson,Sam Alvey,-125,115,80,115,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,205,2,0,0,51,0.468,0,0,0,1,3,11,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,185,32,28,2,0,-1,-1,3,-11,0,-1,0,2.54,5.08,4,-51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,181,209,1035,874,460,560
Nolan Ticman,Frankie Saenz,110,-120,110,83.3333,8/16/2014,"Bangor, Maine, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,26,34,0,0,0,0,0,0,0,0,0,0,-7.62,-8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,256,175,670,810,450,445
Robbie Lawler,Matt Brown,-325,295,30.7692,295,7/26/2014,"San Jose, California, USA", USA,Red,FALSE,Welterweight,MALE,5,0,7,0,34.9412,0.588,1.2941,1.1765,0.439,7,5,37,0,0,0,2,9,1,0,12,Orthodox,182.88,190.5,170,0,1,0,38.3333,0.448,0,1.1667,0.458,3,4,28,1,0,1,2,5,0,0,8,Southpaw,180.34,187.96,170,32,33,0,6,4,4,-1,9,-1,4,1,2.54,2.54,-1,-3.3922,1.2941,0.0098,0,5,1,,,,,,,,1,,,,,,,,,,,,,5,,,,,,Red,U-DEC,,5,5:00,1500,500,875,1850,1500,-175,550
Anthony Johnson,Rogerio Nogueira,-660,540,15.1515,540,7/26/2014,"San Jose, California, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,2,0,27.8333,0.343,0.1667,0.1667,0.167,2,2,14,0,0,1,1,2,0,0,4,Southpaw,187.96,190.5,205,0,1,0,21.5,0.468,0.4167,1.25,0.282,3,4,22,0,0,0,2,6,0,0,8,Orthodox,187.96,198.12,205,30,38,0,1,-1,-4,2,-8,0,-4,0,0,-7.62,-8,6.3333,-0.25,-1.0833,0,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,0:44,44,191,615,2625,1500,-130,1400
Clay Guida,Dennis Bermudez,155,-175,155,57.1429,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,6,0,53.4286,0.431,1.4286,3.7143,0.546,6,1,17,1,0,2,2,1,1,0,6,Orthodox,167.64,167.64,155,0,1,0,28.4737,0.345,0.6842,2.8421,0.375,4,8,53,0,0,3,3,1,4,0,11,Orthodox,170.18,177.8,155,32,27,0,5,2,-5,7,-36,1,0,-3,-2.54,-10.16,5,24.9549,0.7444,0.8722,0,12,7,,,,,,,,,,7,,,,,,,,,,,,,12,,,,Red,SUB,Rear Naked Choke,2,2:57,477,185,130,850,1000,1800,500
Josh Thomson,Bobby Green,-380,340,26.3158,340,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,3,0,51.3333,0.513,0.3333,1.3333,0.5,3,0,7,0,0,0,1,1,1,0,3,Orthodox,177.8,180.34,155,1,0,0,23.8,0.52,0,2,0.736,2,2,12,0,1,0,0,2,0,0,3,Orthodox,177.8,180.34,155,35,27,1,3,1,0,2,-5,0,-1,1,0,0,8,27.5333,0.3333,-0.6667,0,13,3,,,,,,,,,3,,,,,,,,,,,,,13,,,,,Red,S-DEC,,3,5:00,900,130,492,320,1950,655,825
Daron Cruickshank,Jorge Masvidal,215,-235,215,42.5532,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,45.25,0.53,0.5,2,0.563,2,1,11,0,0,0,2,0,1,0,3,Orthodox,180.34,187.96,170,0,2,0,34.5714,0.421,0.1429,0.7143,0.257,2,2,16,0,0,1,1,3,0,0,5,Switch,172.72,182.88,155,29,29,0,-1,0,-2,1,-5,0,-3,1,7.62,5.08,0,10.6786,0.3571,1.2857,0,14,,,,,,,,,,,,,,,,,,,,,,,14,,,,,Blue,U-DEC,,3,5:00,900,380,150,2500,405,601,400
Kyle Kingsbury,Patrick Cummins,205,-225,205,44.4444,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Light Heavyweight,MALE,3,0,1,0,20,0.47,0.5,1.5,0.3,1,1,3,0,0,0,0,1,0,0,1,Orthodox,187.96,193.04,205,3,0,0,35.25,0.464,0,2.25,0.203,4,4,19,0,0,1,2,1,0,0,4,Orthodox,193.04,193.04,205,32,33,3,1,-3,-3,3,-16,0,0,0,-5.08,0,-1,-15.25,0.5,-0.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,569,175,1500,540,300,300
Hernani Perpetuo,Tim Means,167,-179,167,55.8659,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Welterweight,MALE,3,3,0,0,44,0.452,0.2,0.6,0.15,2,3,13,0,0,0,1,1,0,0,2,Orthodox,187.96,190.5,170,1,0,0,21,0.22,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,29,30,-2,0,2,2,-2,10,0,1,0,5.08,2.54,-1,23,-0.8,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,300,220,850,1180,900,160
Akbarh Arreola,Tiago Trator,275,-305,275,32.7869,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,155,31,27,0,0,0,0,0,0,0,0,0,-2.54,-2.54,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,380,,585,,1880,
